name,taxid,rank
"Thioflavicoccus mobilis","80679","species"
"Thioalkalivibrio versutus","106634","species"
"Thiohalobacter","1273155","genus"
"Thiohalobacter thiocyanaticus","585455","species"
"Thermus oshimai","56957","species"
"Thiomicrorhabdus","2039723","genus"
"Thiomicrorhabdus xiamenensis","2739063","species"
"Thiolapillus","1608298","genus"
"Thiolapillus brandeum","1076588","species"
"Thiohalocapsa","85079","genus"
"Thiomicrorhabdus sediminis","2580412","species"
"Thiomicrospira","933","genus"
"Thiomonas","32012","genus"
"Thiomonas intermedia","926","species"
"Thiomicrospira aerophila","92245","species"
"Thiomicrospira cyclica","147268","species"
"Thiomonas arsenitoxydans","426114","species"
"Thioploca","40751","genus"
"Thiospirochaeta","2792240","genus"
"Thiosulfatimonas","2781121","genus"
"Thiosulfatimonas sediminis","2675054","species"
"Thiosulfativibrio","2781120","genus"
"Thiosulfativibrio zosterae","2675053","species"
"Thiothrix","1030","genus"
"Thiothrix fructosivorans","111770","species"
"Thiothrix unzii","111769","species"
"Tissierella","41273","genus"
"Tissierellia sp. JN-28","2507161","species"
"TM7 phylum sp. oral taxon 952","2572089","species"
"Tistrella","171436","genus"
"Tistrella mobilis","171437","species"
"Tolumonas","43947","genus"
"Tolumonas auensis","43948","species"
"Tolypothrichaceae","119859","family"
"Tolypothrix","111782","genus"
"Tolypothrix tenuis","457083","species"
"Tomitella","741759","genus"
"Treponema","157","genus"
"Treponema azotonutricium","150829","species"
"Treponema brennaborense","81028","species"
"Treponema medium","58231","species"
"Treponema denticola","158","species"
"Treponema pallidum","160","species"
"Treponema caldarium","215591","species"
"Thiothrix sp.","1032","species"
"Treponema parvum","138851","species"
"Treponema pedis","409322","species"
"Treponema phagedenis","162","species"
"Treponema primitia","88058","species"
"Treponema putidum","221027","species"
"Treponema ruminis","744515","species"
"Treponema rectale","744512","species"
"Trichodesmium","1205","genus"
"Trichodesmium erythraeum","1206","species"
"Trichormus variabilis","264691","species"
"Tropherymataceae","2805591","family"
"Tropheryma","2038","genus"
"Tropheryma whipplei","2039","species"
"Trueperales","2762275","order"
"Trueperaceae","332247","family"
"Truepera","332248","genus"
"Truepera radiovictrix","332249","species"
"Treponema paraluiscuniculi","53435","species"
"Trueperella","1069494","genus"
"Trueperella bialowiezensis","312285","species"
"Trueperella pyogenes","1661","species"
"Treponema succinifaciens","167","species"
"Tsukamurellaceae","85028","family"
"Tsukamurella","2060","genus"
"Tsukamurella paurometabola","2061","species"
"Tsuneonella","2800686","genus"
"Tsuneonella dongtanensis","692370","species"
"Tsuneonella flava","2055955","species"
"Tsukamurella tyrosinosolvens","57704","species"
"Tumebacillus","432330","genus"
"Tumebacillus algifaecis","1214604","species"
"Tumebacillus avium","1903704","species"
"Turicibacteraceae","2810281","family"
"Turicibacter","191303","genus"
"Turicibacter sanguinis","154288","species"
"Turicimonas","1918598","genus"
"Turicimonas muris","1796652","species"
"Tuwongella","2051044","genus"
"Turneriella","338321","genus"
"Turneriella parva","29510","species"
"Undibacterium","401469","genus"
"Undibacterium parvum","401471","species"
"Undibacterium piscinae","2495591","species"
"Ureaplasma","2129","genus"
"Ureaplasma diversum","42094","species"
"Ureaplasma parvum","134821","species"
"Urbifossiella","2807415","genus"
"Urbifossiella limnaea","2528023","species"
"Ureaplasma urealyticum","2130","species"
"Ureibacillus","160795","genus"
"Ureibacillus thermophilus","367743","species"
"Usitatibacteraceae","2803844","family"
"Usitatibacter","2803845","genus"
"Usitatibacter rugosus","2732067","species"
"Urechidicola","2700084","genus"
"Urechidicola croceus","1850246","species"
"Vagococcus","2737","genus"
"Vagococcus hydrophili","2714947","species"
"Vagococcus penaei","633807","species"
"Usitatibacter palustris","2732487","species"
"Vagococcus carniphilus","218144","species"
"Vagococcus coleopterorum","2714946","species"
"Vagococcus zengguangii","2571750","species"
"Vagococcus teuberi","519472","species"
"Variovorax","34072","genus"
"Variovorax boronicumulans","436515","species"
"Variovorax paradoxus","34073","species"
"Veillonella","29465","genus"
"Veillonella atypica","39777","species"
"Veillonella nakazawae","2682456","species"
"Veillonella parvula","29466","species"
"Veillonella dispar","39778","species"
"Veillonella rodentium","248315","species"
"Verminephrobacter","364316","genus"
"Verminephrobacter eiseniae","364317","species"
"Verrucomicrobium","2735","genus"
"Verrucomicrobia bacterium","2026799","species"
"Verrucosispora","84593","genus"
"Vibrio","662","genus"
"Vibrio alginolyticus","663","species"
"Vibrio alfacsensis","1074311","species"
"Vespertiliibacter","1520333","genus"
"Vespertiliibacter pulmonis","1443036","species"
"Vibrio anguillarum","55601","species"
"Vibrio antiquarius","150340","species"
"Vibrio aquimaris","2587862","species"
"Vibrio atlanticus","693153","species"
"Vibrio campbellii","680","species"
"Vibrio azureus","512649","species"
"Vibrio breoganii","553239","species"
"Vibrio cholerae","666","species"
"Vibrio astriarenae","1481923","species"
"Vibrio coralliilyticus","190893","species"
"Vibrio cyclitrophicus","47951","species"
"Vibrio diabolicus","50719","species"
"Vibrio fluvialis","676","species"
"Vibrio crassostreae","246167","species"
"Vibrio europaeus","300876","species"
"Vibrio furnissii","29494","species"
"Vibrio gazogenes","687","species"
"Vibrio harveyi","669","species"
"Vibrio kanaloae","170673","species"
"Vibrio mediterranei","689","species"
"Vibrio mimicus","674","species"
"Vibrio natriegens","691","species"
"Vibrio navarrensis","29495","species"
"Vibrio neocaledonicus","1208308","species"
"Vibrio nigripulchritudo","28173","species"
"Vibrio owensii","696485","species"
"Vibrio parahaemolyticus","670","species"
"Vibrio scophthalmi","45658","species"
"Vibrio rotiferianus","190895","species"
"Vibrio qinghaiensis","2025808","species"
"Vibrio ziniensis","2711221","species"
"Vibrio tubiashii","29498","species"
"Vibrio vulnificus","672","species"
"Vibrio spartinae","1918945","species"
"Virgibacillus","84406","genus"
"Virgibacillus halodenitrificans","1482","species"
"Vicinamibacteria","1813735","class"
"Virgibacillus pantothenticus","1473","species"
"Virgibacillus necropolis","163877","species"
"Lentisphaeria","1313211","class"
"Victivallales","278082","order"
"Virgibacillus phasianinus","2017483","species"
"Vitreoscilla","59","genus"
"Vitreoscilla filiformis","63","species"
"Viridibacillus","496496","genus"
"Waddliaceae","92714","family"
"Waddlia","71666","genus"
"Waddlia chondrophila","71667","species"
"Weeksella","1013","genus"
"Weeksella virosa","1014","species"
"Vogesella","57739","genus"
"Vulgatibacteraceae","1524213","family"
"Vulgatibacter","1524214","genus"
"Vulgatibacter incomptus","1391653","species"
"Weissella","46255","genus"
"Weissella ceti","759620","species"
"Weissella cibaria","137591","species"
"Weissella confusa","1583","species"
"Weissella hellenica","46256","species"
"Weissella cryptocerci","2506420","species"
"Weissella jogaejeotgali","1631871","species"
"Weissella koreensis","165096","species"
"Weissella paramesenteroides","1249","species"
"Weissella soli","155866","species"
"Weissella coleopterorum","2714949","species"
"Weissella thailandensis","89061","species"
"Weissella viridescens","1629","species"
"Weissella diestrammenae","1162633","species"
"Wenzhouxiangellaceae","1676141","family"
"Wenzhouxiangella","1676142","genus"
"Wenzhouxiangella marina","1579979","species"
"Wenyingzhuangia","1518147","genus"
"Wenyingzhuangia fucanilytica","1790137","species"
"Wigglesworthia","51228","genus"
"Wigglesworthia glossinidia","51229","species"
"Winkia","2692118","genus"
"Winogradskyella","286104","genus"
"Woeseiaceae","1738654","family"
"Woeseia","1738655","genus"
"Woeseia oceani","1548547","species"
"Wolbachia endosymbiont of Culex quinquefasciatus","263437","species"
"Wolbachia endosymbiont of Dipetalonema caudispina","1812112","species"
"Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis","1812115","species"
"Wolbachia endosymbiont of Cruorifilaria tuberocauda","1812111","species"
"Wolbachia endosymbiont of Drosophila simulans","77038","species"
"Wolbachia endosymbiont of Drosophila incompta","1633785","species"
"Wolbachia endosymbiont of Drosophila mauritiana","109663","species"
"Wolbachia endosymbiont of Drosophila melanogaster","163164","species"
"Wolbachia endosymbiont of Folsomia candida","169402","species"
"Wolbachia endosymbiont of Drosophila ananassae","307502","species"
"Wolbachia endosymbiont of Litomosoides sigmodontis","80850","species"
"Wolbachia pipientis","955","species"
"Wolinella","843","genus"
"Wolinella succinogenes","844","species"
"Xanthobacter","279","genus"
"Xanthobacter autotrophicus","280","species"
"Xanthomonas","338","genus"
"Xanthomonas albilineans","29447","species"
"Xanthomonas arboricola","56448","species"
"Xanthomonas euvesicatoria","456327","species"
"Xanthomonas axonopodis","53413","species"
"Xanthomonas campestris","339","species"
"Xanthomonas vasicola","56459","species"
"Xanthomonas citri","346","species"
"Xanthomonas euroxanthea","2259622","species"
"Xanthomonas cucurbitae","56453","species"
"Xanthomonas hortorum","56454","species"
"Xanthomonas oryzae","347","species"
"Xanthomonas hyacinthi","56455","species"
"Xanthomonas perforans","442694","species"
"Xanthomonas phaseoli","1985254","species"
"Xanthomonas sacchari","56458","species"
"Xanthomonas sp. LMG 31887","2775162","species"
"Xanthomonas sp. LMG 31886","2775161","species"
"Xanthomonas theicola","56464","species"
"Xanthomonas translucens","343","species"
"Xanthomonas vesicatoria","56460","species"
"Xenorhabdus","626","genus"
"Xenorhabdus bovienii","40576","species"
"Xenorhabdus budapestensis","290110","species"
"Xenorhabdus hominickii","351679","species"
"Xenorhabdus doucetiae","351671","species"
"Xenorhabdus nematophila","628","species"
"Xenorhabdus poinarii","40577","species"
"Xylanimicrobium","289244","genus"
"Xylanimonas","186188","genus"
"Xylanimonas allomyrinae","2509459","species"
"Xylanimonas cellulosilytica","186189","species"
"Xylella","2370","genus"
"Xylella fastidiosa","2371","species"
"Xylella taiwanensis","1444770","species"
"Xylophilus","54066","genus"
"Xylophilus rhododendri","2697032","species"
"Yersinia","629","genus"
"Yersinia canariae","2607663","species"
"Yersinia aleksiciae","263819","species"
"Yersinia aldovae","29483","species"
"Yersinia bercovieri","634","species"
"Yersinia enterocolitica","630","species"
"Yersinia entomophaga","935293","species"
"Yersinia frederiksenii","29484","species"
"Yersinia hibernica","2339259","species"
"Yersinia intermedia","631","species"
"Yersinia kristensenii","28152","species"
"Yersinia massiliensis","419257","species"
"Yersinia mollaretii","33060","species"
"Yersinia pestis","632","species"
"Yersinia pseudotuberculosis","633","species"
"Yersinia ruckeri","29486","species"
"Yersinia rohdei","29485","species"
"Yersinia similis","367190","species"
"Yokenella","158876","genus"
"Yokenella regensburgei","158877","species"
"Yoonia","2211641","genus"
"Yoonia vestfoldensis","245188","species"
"Youhaiella","1827478","genus"
"Youhaiella tibetensis","1447062","species"
"Zhongshania","1434050","genus"
"Zhongshania aliphaticivorans","1470434","species"
"Zobellella","347533","genus"
"Zobellella denitrificans","347534","species"
"Yimella","908935","genus"
"Zobellia","112040","genus"
"Zobellia galactanivorans","63186","species"
"Zymomonas","541","genus"
"Zymomonas mobilis","542","species"
"Zunongwangia","417127","genus"
"Zunongwangia profunda","398743","species"
"Zymobacter","33073","genus"
"Zymobacter palmae","33074","species"
"Archaea","2157","superkingdom"
"Crenarchaeota","28889","phylum"
"Thermoprotei","183924","class"
"Sulfolobales","2281","order"
"Sulfolobaceae","118883","family"
"Acidianus","12914","genus"
"Acidianus hospitalis","563177","species"
"Acidianus manzaensis","282676","species"
"Acidianus sulfidivorans","312539","species"
"Acidilobales","871006","order"
"Acidilobaceae","871007","family"
"Acidilobus","105850","genus"
"Acidilobus saccharovorans","242703","species"
"Acidianus brierleyi","41673","species"
"Desulfurococcales","114380","order"
"Desulfurococcaceae","2272","family"
"Aeropyrum","56635","genus"
"Aeropyrum camini","229980","species"
"Candidatus Thermoplasmatota","2283796","phylum"
"Aciduliprofundum","379546","genus"
"Aciduliprofundum boonei","379547","species"
"Aeropyrum pernix","56636","species"
"Euryarchaeota","28890","phylum"
"Archaeoglobi","183980","class"
"Archaeoglobales","2231","order"
"Archaeoglobaceae","2232","family"
"Archaeoglobus","2233","genus"
"Archaeoglobus fulgidus","2234","species"
"Archaeoglobus sulfaticallidus","1316941","species"
"Archaeoglobus veneficus","58290","species"
"Archaeoglobus profundus","84156","species"
"Acidianus ambivalens","2283","species"
"Caldisphaeraceae","255472","family"
"Caldisphaera","200414","genus"
"Caldisphaera lagunensis","200415","species"
"Thermoproteales","2266","order"
"Thermoproteaceae","2267","family"
"Caldivirga","76886","genus"
"Caldivirga maquilingensis","76887","species"
"Thaumarchaeota","651137","phylum"
"Candidatus Caldarchaeum","1048752","genus"
"Candidatus Micrarchaeota","1801631","phylum"
"Candidatus Fermentimicrarchaeales","2795011","order"
"Candidatus Fermentimicrarchaeaceae","2795012","family"
"Candidatus Fermentimicrarchaeum","2795013","genus"
"Thermoplasmata","183967","class"
"Methanomassiliicoccales","1235850","order"
"Methanomassiliicoccaceae","1577788","family"
"Methanomassiliicoccus","1080709","genus"
"Candidatus Methanomassiliicoccus intestinalis","1406512","species"
"Candidatus Methanomethylophilaceae","2517203","family"
"Candidatus Methanomethylophilus","1291539","genus"
"Candidatus Methanomethylophilus alvus","1291540","species"
