name,taxid,rank
"Stenotrophomonas sp. ZAC14D2_NAIMI4_6","2072406","genome"
"Steroidobacteraceae","2689614","family"
"Steroidobacter","469322","genus"
"Steroidobacter denitrificans","465721","species"
"Steroidobacter denitrificans DSM 18526","-1","genome"
"Stenotrophomonas sp. ZAC14D1_NAIMI4_6","2072410","genome"
"Sterolibacterium","157591","genus"
"Sterolibacterium denitrificans","157592","species"
"Sterolibacterium denitrificans Chol","-1","genome"
"Stigmatella","40","genus"
"Stigmatella aurantiaca","41","species"
"Stigmatella aurantiaca DW4/3-1","378806","genome"
"Candidatus Phytoplasma australiense","59748","species"
"Strawberry lethal yellows phytoplasma (CPA) str. NZSb11","980422","genome"
"Stenotrophomonas sp. ZAC14D2_NAIMI4_7","2072405","genome"
"Streptacidiphilus","228398","genus"
"Streptacidiphilus bronchialis","2126346","species"
"Streptacidiphilus bronchialis DSM 106435","-1","genome"
"Streptacidiphilus sp. P02-A3a","2704468","genome"
"Streptacidiphilus sp. PB12-B1b","2705012","genome"
"Streptococcus","1301","genus"
"Streptococcus acidominimus","1326","species"
"Streptococcus acidominimus NCTC11291","-1","genome"
"Streptobacillus","34104","genus"
"Streptobacillus moniliformis","34105","species"
"Streptobacillus moniliformis DSM 12112","519441","genome"
"Streptobacillus moniliformis FDAARGOS_310","-1","genome"
"Streptococcus agalactiae","1311","species"
"Streptococcus agalactiae 09mas018883","1309806","genome"
"Streptococcus agalactiae 01173","-1","genome"
"Streptococcus agalactiae 138P","1417990","genome"
"Streptococcus agalactiae 138spar","-1","genome"
"Streptococcus agalactiae 2-22","1261567","genome"
"Streptococcus agalactiae 2603V/R","208435","genome"
"Streptococcus agalactiae 32790-3A","-1","genome"
"Streptococcus agalactiae 874391","-1","genome"
"Streptococcus agalactiae B111","-1","genome"
"Streptococcus agalactiae A909","205921","genome"
"Streptococcus agalactiae B507","-1","genome"
"Streptococcus agalactiae B105","-1","genome"
"Streptococcus agalactiae 515","342614","genome"
"Streptococcus agalactiae B508","-1","genome"
"Streptococcus agalactiae CNCTC 10/84","1427374","genome"
"Streptococcus agalactiae B509","-1","genome"
"Streptococcus agalactiae CUGBS591","-1","genome"
"Streptococcus agalactiae CU_GBS_08","-1","genome"
"Stieleria","2795973","genus"
"Stieleria neptunia","2527979","species"
"Stieleria neptunia Enr13","-1","genome"
"Streptococcus agalactiae COH1","342616","genome"
"Streptococcus agalactiae CU_GBS_98","-1","genome"
"Streptococcus agalactiae FDAARGOS_512","-1","genome"
"Streptococcus agalactiae FDAARGOS_254","-1","genome"
"Streptococcus agalactiae C001","-1","genome"
"Streptococcus agalactiae GBS1-NY","-1","genome"
"Streptococcus agalactiae GBS ST-1","-1","genome"
"Streptococcus agalactiae GBS-M002","-1","genome"
"Streptococcus agalactiae GBS2-NM","-1","genome"
"Streptococcus agalactiae FWL1402","-1","genome"
"Streptococcus agalactiae GD201008-001","1203670","genome"
"Streptococcus agalactiae GX026","-1","genome"
"Streptococcus agalactiae GX064","-1","genome"
"Streptococcus agalactiae H002","-1","genome"
"Streptococcus agalactiae GBS6","-1","genome"
"Streptococcus agalactiae FDAARGOS_670","-1","genome"
"Streptococcus agalactiae HU-GS5823","-1","genome"
"Streptococcus agalactiae ILRI005","1309807","genome"
"Streptococcus agalactiae ILRI112","1318615","genome"
"Streptococcus agalactiae FDAARGOS_669","-1","genome"
"Streptococcus agalactiae NCTC11930","-1","genome"
"Streptococcus agalactiae NCTC13947","-1","genome"
"Streptococcus agalactiae NCTC13949","-1","genome"
"Streptococcus agalactiae NCTC8184","-1","genome"
"Streptococcus agalactiae NEM316","211110","genome"
"Streptococcus agalactiae NGBS061","-1","genome"
"Streptococcus agalactiae NCTC8187","-1","genome"
"Streptococcus agalactiae GBS85147","-1","genome"
"Streptococcus agalactiae NGBS128","-1","genome"
"Streptococcus agalactiae NGBS357","-1","genome"
"Streptococcus agalactiae NGBS572","-1","genome"
"Streptococcus agalactiae S13","-1","genome"
"Streptococcus agalactiae S73","-1","genome"
"Streptococcus agalactiae QMA0271","-1","genome"
"Streptococcus agalactiae HN016","-1","genome"
"Streptococcus agalactiae NJ1606","-1","genome"
"Streptococcus agalactiae SA132","-1","genome"
"Streptococcus agalactiae SA102","-1","genome"
"Streptococcus agalactiae PLGBS13","-1","genome"
"Streptococcus agalactiae SA1","-1","genome"
"Streptococcus agalactiae SA136","-1","genome"
"Streptococcus agalactiae S25","-1","genome"
"Streptococcus agalactiae SA159","-1","genome"
"Streptococcus agalactiae SA201","-1","genome"
"Streptococcus agalactiae SA191","-1","genome"
"Streptococcus agalactiae SA16","-1","genome"
"Streptococcus agalactiae SA20-06","1231389","genome"
"Streptococcus agalactiae SA209","-1","genome"
"Streptococcus agalactiae SA212","-1","genome"
"Streptococcus agalactiae SA195","-1","genome"
"Streptococcus agalactiae SA245","-1","genome"
"Streptococcus agalactiae SA256","-1","genome"
"Streptococcus agalactiae SA289","-1","genome"
"Streptococcus agalactiae SA220","-1","genome"
"Streptococcus agalactiae SA30","-1","genome"
"Streptococcus agalactiae SA330","-1","genome"
"Streptococcus agalactiae SA218","-1","genome"
"Streptococcus agalactiae SA33","-1","genome"
"Streptococcus agalactiae SA346","-1","genome"
"Streptococcus agalactiae SA343","-1","genome"
"Streptococcus agalactiae SA374","-1","genome"
"Streptococcus agalactiae SA341","-1","genome"
"Streptococcus agalactiae SA375","-1","genome"
"Streptococcus agalactiae SA333","-1","genome"
"Streptococcus agalactiae SA623","-1","genome"
"Streptococcus agalactiae SA5","-1","genome"
"Streptococcus agalactiae SA627","-1","genome"
"Streptococcus agalactiae SA53","-1","genome"
"Streptococcus agalactiae SA75","-1","genome"
"Streptococcus agalactiae SA79","-1","genome"
"Streptococcus agalactiae SA85","-1","genome"
"Streptococcus agalactiae SA81","-1","genome"
"Streptococcus agalactiae SA9","-1","genome"
"Streptococcus agalactiae SA95","-1","genome"
"Streptococcus agalactiae SA97","-1","genome"
"Streptococcus agalactiae SA184","-1","genome"
"Streptococcus agalactiae Sag153","-1","genome"
"Streptococcus agalactiae Sag27","-1","genome"
"Streptococcus agalactiae Sag158","-1","genome"
"Streptococcus agalactiae Sag37","-1","genome"
"Streptococcus agalactiae SG-M158","-1","genome"
"Streptococcus agalactiae SG-M50","-1","genome"
"Streptococcus agalactiae SG-M25","-1","genome"
"Streptococcus agalactiae SG-M4","-1","genome"
"Streptococcus agalactiae SG-M29","-1","genome"
"Streptococcus agalactiae SG-M1","-1","genome"
"Streptococcus agalactiae SG-M6","-1","genome"
"Streptococcus agalactiae SG-M163","-1","genome"
"Streptococcus agalactiae SGEHI2015-113","-1","genome"
"Streptococcus agalactiae SGEHI2015-95","-1","genome"
"Streptococcus agalactiae SG-M8","-1","genome"
"Streptococcus agalactiae YM001","-1","genome"
"Streptococcus agalactiae WC1535","-1","genome"
"Streptococcus agalactiae SS1","-1","genome"
"Streptococcus agalactiae SA73","-1","genome"
"Streptococcus agalactiae TFJ0901","-1","genome"
"Streptococcus agalactiae ZQ0910","1156939","genome"
"Streptococcus anginosus","1328","species"
"Streptococcus anginosus C1051","862970","genome"
"Streptococcus anginosus C238","862971","genome"
"Streptococcus anginosus NCTC10713","-1","genome"
"Streptococcus anginosus J4206","-1","genome"
"Streptococcus anginosus NCTC11064","-1","genome"
"Streptococcus australis","113107","species"
"Streptococcus australis NCTC13166","-1","genome"
"Streptococcus anginosus subsp. whileyi MAS624","1353243","genome"
"Streptococcus anginosus SA1","-1","genome"
"Streptococcus agalactiae SGEHI2015-107","-1","genome"
"Streptococcus agalactiae SGEHI2015-25","-1","genome"
"Streptococcus agalactiae YZ1605","-1","genome"
"Streptococcus australis NCTC5338","-1","genome"
"Streptococcus canis","1329","species"
"Streptococcus canis HL_100","-1","genome"
"Streptococcus canis B700072","-1","genome"
"Streptococcus canis HL_77_1","-1","genome"
"Streptococcus canis HL_77_2","-1","genome"
"Streptococcus canis HL_98_2","-1","genome"
"Streptococcus canis NCTC12191","-1","genome"
"Streptococcus constellatus","76860","species"
"Streptococcus constellatus subsp. pharyngis C1050","862969","genome"
"Streptococcus chenjunshii","2173853","species"
"Streptococcus chenjunshii Z15","-1","genome"
"Streptococcus constellatus subsp. pharyngis C232","696216","genome"
"Streptococcus constellatus subsp. pharyngis C818","862968","genome"
"Streptococcus cristatus","45634","species"
"Streptococcus cristatus AS 1.3089","1302863","genome"
"Streptococcus cristatus ATCC 51100","889201","genome"
"Streptococcus cristatus NCTC13807","-1","genome"
"Streptococcus cristatus ATCC 51100 NCTC12479","-1","genome"
"Streptococcus anginosus J4211","-1","genome"
"Streptococcus dysgalactiae","1334","species"
"Streptococcus dysgalactiae Kdys0611","-1","genome"
"Streptococcus dysgalactiae FDAARGOS_654","-1","genome"
"Streptococcus dysgalactiae SCDR-SD1","-1","genome"
"Streptococcus dysgalactiae FDAARGOS_1087","-1","genome"
"Streptococcus dysgalactiae NCTC6403","-1","genome"
"Streptococcus dysgalactiae subsp. dysgalactiae DB31752-13","-1","genome"
"Streptococcus dysgalactiae subsp. dysgalactiae DB49998-05","-1","genome"
"Streptococcus dysgalactiae subsp. dysgalactiae DB60705-15","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis 89","-1","genome"
"Streptococcus dysgalactiae subsp. dysgalactiae NCTC4669","-1","genome"
"Streptococcus dysgalactiae subsp. dysgalactiae STREP97-15","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis 167","1247189","genome"
"Streptococcus dysgalactiae subsp. equisimilis 159","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis ATCC 12394","663954","genome"
"Streptococcus dysgalactiae subsp. equisimilis NCTC11554","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis GGS_124","486410","genome"
"Streptococcus dysgalactiae subsp. equisimilis NCTC5370","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis NCTC11556","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis NCTC5371","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis NCTC6179","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis AC-2713","759913","genome"
"Streptococcus dysgalactiae subsp. equisimilis NCTC9414","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis RE378","617121","genome"
"Streptococcus dysgalactiae subsp. equisimilis NCTC7136","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis TPCH-A19","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis TPCH-A88","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis TPCH-A74","-1","genome"
"Streptococcus equi","1336","species"
"Streptococcus equi subsp. equi 4047","553482","genome"
"Streptococcus dysgalactiae subsp. equisimilis NCTC9413","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis NCTC8546","-1","genome"
"Streptococcus equi subsp. equi ATCC 39506","-1","genome"
"Streptococcus equi subsp. equi NCTC12091","-1","genome"
"Streptococcus equi subsp. equi NCTC9682","-1","genome"
"Streptococcus equi subsp. zooepidemicus ATCC 35246","1051072","genome"
"Streptococcus equi subsp. zooepidemicus H70","553483","genome"
"Streptococcus equi subsp. zooepidemicus MGCS10565","552526","genome"
"Streptococcus equi subsp. zooepidemicus NCTC11606","-1","genome"
"Streptococcus equi subsp. zooepidemicus AZ-45470","-1","genome"
"Streptococcus equi subsp. zooepidemicus CY","1403449","genome"
"Streptococcus equi subsp. zooepidemicus NCTC11824","-1","genome"
"Streptococcus equi subsp. zooepidemicus NCTC6180","-1","genome"
"Streptococcus equi subsp. zooepidemicus NCTC11854","-1","genome"
"Streptococcus dysgalactiae subsp. equisimilis NCTC6181","-1","genome"
"Streptococcus equi subsp. zooepidemicus NCTC4675","-1","genome"
"Streptococcus equi subsp. zooepidemicus NCTC7022","-1","genome"
"Streptococcus equi subsp. zooepidemicus SEZ36","-1","genome"
"Streptococcus equi subsp. zooepidemicus OH-71905","-1","genome"
"Streptococcus equi subsp. zooepidemicus SEZ33","-1","genome"
"Streptococcus equi subsp. zooepidemicus TN-714097","-1","genome"
"Streptococcus equi subsp. zooepidemicus SEZ46","-1","genome"
"Streptococcus equi subsp. zooepidemicus NCTC12090","-1","genome"
"Streptococcus equinus","1335","species"
"Streptococcus equinus NCTC10389","-1","genome"
"Streptococcus equinus CNU 77-23","-1","genome"
"Streptococcus equinus CNU G6","-1","genome"
"Streptococcus equinus FDAARGOS_251","-1","genome"
"Streptococcus equinus MDC1","-1","genome"
"Streptococcus equinus NCTC11436","-1","genome"
"Streptococcus gallolyticus","315405","species"
"Streptococcus gallolyticus ICDDRB-NRC-S1","-1","genome"
"Streptococcus gallolyticus FDAARGOS_755","-1","genome"
"Streptococcus equinus NCTC8140","-1","genome"
"Streptococcus gallolyticus FDAARGOS_666","-1","genome"
"Streptococcus gallolyticus NCTC13773","-1","genome"
"Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069","990317","genome"
"Streptococcus gallolyticus UCN34","637909","genome"
"Streptococcus gallolyticus subsp. gallolyticus NCTC8133","-1","genome"
"Streptococcus equi subsp. zooepidemicus NCTC6176","-1","genome"
"Streptococcus gallolyticus subsp. gallolyticus DSM 16831","1258574","genome"
"Streptococcus gordonii","1302","species"
"Streptococcus gordonii FDAARGOS_683","-1","genome"
"Streptococcus gordonii FDAARGOS_257","-1","genome"
"Streptococcus gordonii FDAARGOS_371","-1","genome"
"Streptococcus gallolyticus subsp. gallolyticus ATCC 43143","981539","genome"
"Streptococcus gordonii NCTC3165","-1","genome"
"Streptococcus gordonii NCTC7865","-1","genome"
"Streptococcus gordonii NCTC7868","-1","genome"
"Streptococcus gordonii IE35","-1","genome"
"Streptococcus gordonii KCOM 1506 (= ChDC B679)","-1","genome"
"Streptococcus gordonii NCTC10231","-1","genome"
"Streptococcus infantarius","102684","species"
"Streptococcus infantarius CNU G3","-1","genome"
"Streptococcus ferus","1345","species"
"Streptococcus ferus NCTC12278","-1","genome"
"Streptococcus iniae","1346","species"
"Streptococcus iniae 89353","-1","genome"
"Streptococcus gwangjuense","1433513","species"
"Streptococcus gwangjuense ChDC B345","-1","genome"
"Streptococcus iniae GX005","-1","genome"
"Streptococcus iniae ISET0901","-1","genome"
"Streptococcus infantarius subsp. infantarius CJ18","1069533","genome"
"Streptococcus iniae ISNO","-1","genome"
"Streptococcus infantarius ICDDRB-NRC-S5","-1","genome"
"Streptococcus gordonii str. Challis substr. CH1","467705","genome"
"Streptococcus iniae QMA0248","-1","genome"
"Streptococcus iniae SF1","1318633","genome"
"Streptococcus intermedius","1338","species"
"Streptococcus intermedius B196","862967","genome"
"Streptococcus iniae YM011","-1","genome"
"Streptococcus iniae YSFST01-82","-1","genome"
"Streptococcus gordonii NCTC9124","-1","genome"
"Streptococcus intermedius FDAARGOS_233","-1","genome"
"Streptococcus intermedius C270","862966","genome"
"Streptococcus iniae FP5228","-1","genome"
"Streptococcus intermedius JTH08","591365","genome"
"Streptococcus lutetiensis","150055","species"
"Streptococcus lutetiensis FDAARGOS_1018","-1","genome"
"Streptococcus lutetiensis 033","1076934","genome"
"Streptococcus intermedius FDAARGOS_769","-1","genome"
"Streptococcus intermedius NCTC11324","-1","genome"
"Streptococcus intermedius TYG1620","-1","genome"
"Streptococcus koreensis","2382163","species"
"Streptococcus koreensis JS71","-1","genome"
"Streptococcus lutetiensis NCTC13774","-1","genome"
"Streptococcus macedonicus","59310","species"
"Streptococcus macedonicus ACA-DC 198","1116231","genome"
"Streptococcus lutetiensis NCTC8796","-1","genome"
"Streptococcus merionis","400065","species"
"Streptococcus merionis NCTC13788","-1","genome"
"Streptococcus milleri","33040","species"
"Streptococcus milleri NCTC10708","-1","genome"
"Streptococcus milleri NCTC11169","-1","genome"
"Streptococcus mitis","28037","species"
"Streptococcus mitis B6","365659","genome"
"Streptococcus mitis KCOM 1350 (= ChDC B183)","-1","genome"
"Streptococcus mitis NCTC 12261","246201","genome"
"Streptococcus mitis Nm-65","-1","genome"
"Streptococcus mitis S022-V3-A4","1348333","genome"
"Streptococcus mitis FDAARGOS_684","-1","genome"
"Streptococcus lutetiensis NCTC8738","-1","genome"
"Streptococcus mitis S022-V7-A3","1348661","genome"
"Streptococcus mitis SK637","-1","genome"
"Streptococcus mutans","1309","species"
"Streptococcus mutans 27-3","-1","genome"
"Streptococcus mitis SVGS_061","-1","genome"
"Streptococcus intermedius KCOM 1545","-1","genome"
"Streptococcus mutans GS-5","1198676","genome"
"Streptococcus mutans KCOM 1054 (= ChDC YM3)","-1","genome"
"Streptococcus mutans LAR01","-1","genome"
"Streptococcus mutans MD","-1","genome"
"Streptococcus mutans B04Sm5","1225197","genome"
"Streptococcus mutans LJ23","1155071","genome"
"Streptococcus mutans LAB761","-1","genome"
"Streptococcus mutans NBRC 13955","-1","genome"
"Streptococcus mutans NCH105","-1","genome"
"Streptococcus mutans NCTC10920","-1","genome"
"Streptococcus mutans NCTC10449","-1","genome"
"Streptococcus mutans NG8","-1","genome"
"Streptococcus mutans NCTC10832","-1","genome"
"Streptococcus mutans S4","-1","genome"
"Streptococcus mutans S1","-1","genome"
"Streptococcus mutans P1","-1","genome"
"Streptococcus mutans P6","-1","genome"
"Streptococcus mutans S27-3","-1","genome"
"Streptococcus mutans NN2025","511691","genome"
"Streptococcus mutans T8","-1","genome"
"Streptococcus mutans UA159","210007","genome"
"Streptococcus mutans UA159-FR","1437447","genome"
"Streptococcus mutans UA140","-1","genome"
"Streptococcus oralis","1303","species"
"Streptococcus oralis ATCC 35037 NCTC11427","-1","genome"
"Streptococcus oralis FDAARGOS_367","-1","genome"
"Streptococcus mutans FDAARGOS_685","-1","genome"
"Streptococcus oralis SF100","-1","genome"
"Streptococcus oralis subsp. tigurinus osk_001","-1","genome"
